kepoi_name,kepler_name,catalog,p_planet,verdict,unseen,ra,dec,koi_period,koi_prad,koi_teq,koi_depth,koi_duration,koi_model_snr,koi_insol,koi_impact,koi_count,koi_steff,koi_srad,koi_kepmag,duty_cycle,dicco_offset_sig,prad_over_srad
K01728.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,295.21661,50.084332,12.7319385,70.11,1145.0,11449.0,4.4157,69.9,405.75,1.278,1,7238.0,1.568,12.087,0.014450863079490998,1.588235294117647,0.40983510727847505
K01497.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,297.04651,49.97039,0.520222869,1.52,2145.0,269.5,1.2216,28.9,5038.49,0.562,1,5776.0,0.889,15.632,0.09784268057619742,100.44927536231883,0.0156717348919836
K01498.01,Kepler-864 b,CONFIRMED,0.993888888888889,CONFIRMED,False,285.0571,46.320679,5.83376197,2.98,1143.0,532.9,3.9988,36.6,403.49,0.742,2,6213.0,1.195,15.776,0.028560758482003453,2.111111111111111,0.0228572305167038
K01498.02,Kepler-864 c,CONFIRMED,0.963095238095238,CONFIRMED,True,285.0571,46.320679,2.42150341,1.62,1532.0,171.5,2.965,15.8,1305.04,0.55,2,6213.0,1.195,15.776,0.05101858050518568,0.8,0.012425742764114147
K01499.01,Kepler-865 b,CONFIRMED,1.0,CONFIRMED,False,297.72427,43.527431,14.16400071,2.35,694.0,728.1,4.3031,71.5,54.95,0.027,3,5440.0,0.885,14.48,0.012658558623676694,0.33333333333333337,0.024338838053514375
K01499.02,,CANDIDATE,0.24086956521739128,NEEDS REVIEW (ambiguous),True,297.72427,43.527431,0.840594032,0.62,1780.0,49.8,1.404,11.6,2368.31,0.018,3,5440.0,0.885,14.48,0.06959364184493758,0.2371134020618557,0.006421310465182515
K01499.03,Kepler-865 c,CONFIRMED,0.8648251953858452,CONFIRMED,False,297.72427,43.527431,6.20920207,0.89,914.0,101.9,2.637,12.1,164.98,0.272,3,5440.0,0.885,14.48,0.01769551043134275,1.4285714285714286,0.009217687603245869
K01563.01,Kepler-305 b,CONFIRMED,1.0,CONFIRMED,False,299.22433,40.343182,5.48711441,3.24,836.0,1328.6,2.93,51.9,115.29,0.812,4,5103.0,0.787,15.812,0.022249095646856273,0.43750000000000006,0.03773510191389176
K01563.02,Kepler-305 c,CONFIRMED,1.0,CONFIRMED,False,299.22433,40.343182,8.29084167,3.21,728.0,1033.9,3.613,34.7,66.47,0.929,4,5103.0,0.787,15.812,0.018157585521310124,1.0,0.03738570282209647
K01563.03,Kepler-305 e,CONFIRMED,1.0,CONFIRMED,False,299.22433,40.343182,3.20539622,1.7,1000.0,453.6,2.143,20.6,236.11,0.512,4,5103.0,0.787,15.812,0.027856670607375542,0.7954545454545454,0.019799281868399996
K01563.04,Kepler-305 d,CONFIRMED,0.9983333333333334,CONFIRMED,False,299.22433,40.343182,16.73869035,2.56,576.0,996.8,2.398,20.4,26.06,0.578,4,5103.0,0.787,15.812,0.005969204554086675,0.5833333333333334,0.029815389166531762
K00181.01,,FALSE POSITIVE,0.02511075478559857,FALSE POSITIVE,True,288.25284,51.417332,5.093938816,17.19,1137.0,25027.0,3.93144,1131.7,395.38,0.618,1,6197.0,1.035,14.575,0.03215782637307594,2.4029850746268657,0.15223369067070502
K01616.01,Kepler-909 b,CONFIRMED,1.0,CONFIRMED,False,289.50635,45.370998,13.93291548,1.66,852.0,131.6,2.6239,28.9,124.53,0.908,2,6026.0,1.207,11.538,0.007846826231279675,1.0666666666666667,0.012605964139829
K01618.01,Kepler-910 b,CONFIRMED,0.9880065359477126,CONFIRMED,False,296.04736,42.743011,2.36436762,0.82,1752.0,28.4,3.372,12.4,2228.09,0.146,1,6250.0,1.543,11.6,0.05942392325606286,0.7999999999999999,0.004871056597519444
K01619.01,,CANDIDATE,0.20991718426501035,NEEDS REVIEW (ambiguous),True,294.99023,39.346378,20.6654374,0.66,487.0,100.4,3.172,13.6,13.35,0.05,1,4830.0,0.676,11.759,0.006395541701269129,4.023809523809524,0.008948958395478879
K01621.01,Kepler-911 b,CONFIRMED,1.0,CONFIRMED,False,298.5892,40.75069,20.31047472,2.41,931.0,164.6,5.3357,46.1,177.81,0.05,1,6065.0,1.877,11.855,0.010946117035581203,1.3888888888888888,0.011768687185852965
K01622.01,,CANDIDATE,0.9711983924004384,CONFIRMED,True,293.54889,42.888859,69.8347983,3.51,765.0,266.6,8.262,46.8,80.97,0.672,1,7732.0,2.022,12.02,0.004929490861005322,0.7916666666666667,0.01591113697993021
K01626.01,Kepler-912 b,CONFIRMED,0.8710201392810089,CONFIRMED,False,298.11121,41.758331,2.53475568,2.02,1218.0,463.0,4.5716,51.3,519.95,0.878,1,5662.0,0.806,15.341,0.07514859709608515,1.5,0.022971617543037667
K01731.01,,CANDIDATE,0.7261261726089276,NEEDS REVIEW (ambiguous),True,301.4693,44.159649,2.59488443,2.36,1014.0,592.2,1.684,14.9,249.92,0.885,2,4748.0,0.797,15.72,0.02704038216710355,2.5,0.027141192855425995
K01732.01,Kepler-944 b,CONFIRMED,1.0,CONFIRMED,False,293.60126,42.379761,43.3167427,2.42,459.0,987.5,4.995,27.1,10.47,0.034,1,5654.0,0.774,15.737,0.004804724155770835,1.0909090909090908,0.02865824919413477
K01733.01,,CANDIDATE,0.9374285714285714,CONFIRMED,True,301.08572,44.380192,19.18109525,1.72,513.0,865.4,2.424,17.6,16.42,0.007,1,5214.0,0.587,15.73,0.005265601295629873,0.4444444444444444,0.0268575006597264
K00193.01,,FALSE POSITIVE,0.020991936840414067,FALSE POSITIVE,False,292.87616,48.195309,37.590298548,14.39,573.0,19939.0,4.3855,929.0,25.53,0.38,1,6147.0,1.003,14.904,0.004861072503410294,2.4927536231884053,0.13150283338801197
K01736.01,Kepler-945 b,CONFIRMED,1.0,CONFIRMED,False,291.26974,42.096039,31.0033072,2.72,616.0,645.2,5.253,22.1,34.03,0.151,1,6090.0,1.071,15.898,0.007059730711567442,1.2380952380952381,0.02327848340680605
K01500.01,,FALSE POSITIVE,0.001792512104076579,FALSE POSITIVE,True,295.52521,46.459431,3.351556891,1.64,1074.0,341.9,2.4005,38.8,314.73,0.129,1,5185.0,0.911,14.815,0.02984309578689271,115.14864864864866,0.01650063738742591
K01501.01,Kepler-866 b,CONFIRMED,0.993888888888889,CONFIRMED,False,290.12231,43.08556,2.617028373,1.57,996.0,499.4,2.046,30.8,233.23,0.146,1,4831.0,0.724,15.835,0.032575114920238575,1.0,0.019876336272161482
K01502.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,291.23114,50.56702,1.876406096,1.57,1192.0,433.8,1.531,37.0,476.68,0.302,1,5198.0,0.759,15.202,0.03399672746888511,12.0625,0.018959772675948502
K00175.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,299.07813,44.293789,6.71425632,5.76,1565.0,283.5,3.339,46.5,1416.6,0.965,1,6093.0,2.623,13.488,0.020720835394023206,52.400000000000006,0.02012794524080675
K01503.01,Kepler-867 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,287.28531,51.249981,150.2412582,4.6,327.0,2378.5,10.849,72.3,2.72,0.345,1,5604.0,0.943,14.827,0.003008771838591183,0.6153846153846154,0.044711721177706734
K01564.01,Kepler-891 b,CONFIRMED,0.9880065359477126,CONFIRMED,False,291.0838,40.355251,53.44944498,5.82,486.0,3437.0,5.3091,119.5,13.23,0.092,1,5919.0,1.0,15.287,0.004138723986428194,1.5185185185185184,0.05334555453712191
K01565.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,296.33319,40.896259,0.466743525,20.43,2197.0,796.1,1.3956,103.6,5480.92,1.186,1,5791.0,0.856,15.33,0.1245866238851412,56.19,0.21876097552618282
K01566.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,299.14142,40.725899,1.727177258,1.42,1250.0,347.4,2.081,17.1,576.55,0.676,1,5394.0,0.72,15.935,0.05020233617118026,,0.01807719727059782
K01567.01,Kepler-306 c,CONFIRMED,1.0,CONFIRMED,False,288.53867,40.61615,7.24022418,2.14,716.0,864.9,2.9153,48.2,62.1,0.507,4,4955.0,0.721,15.565,0.016777219919360743,0.8666666666666667,0.027205314952371634
K01567.02,Kepler-306 b,CONFIRMED,1.0,CONFIRMED,False,288.53867,40.61615,4.64622383,1.82,830.0,446.5,2.5137,28.2,112.18,0.88,4,4955.0,0.721,15.565,0.022542499851971185,0.13333333333333333,0.023137230473512325
K01627.01,Kepler-913 b,CONFIRMED,0.9530807453416148,CONFIRMED,False,297.58313,41.952431,10.29674097,5.75,1129.0,1011.8,2.7292,31.3,384.86,0.298,3,6068.0,1.797,15.767,0.011043947497366894,7.437499999999999,0.029328848824831284
K01627.02,Kepler-913 c,CONFIRMED,1.0,CONFIRMED,False,297.58313,41.952431,5.93919041,3.7,1357.0,424.5,2.285,15.9,801.92,0.107,3,6068.0,1.797,15.767,0.016030523819042426,1.3787878787878787,0.018872476635108826
K01628.01,Kepler-312 c,CONFIRMED,0.9983333333333334,CONFIRMED,False,298.39575,42.459751,19.74733983,2.62,754.0,480.7,3.4444,47.1,76.57,0.595,3,6243.0,1.149,12.949,0.00726764556148658,0.28,0.020900492118839244
K00189.01,Kepler-486 b,CONFIRMED,0.8802236024844721,CONFIRMED,False,284.87997,49.266991,30.360445359,10.99,459.0,21125.0,6.0134,1126.2,10.47,0.359,1,4939.0,0.765,14.388,0.00825278846771127,0.208955223880597,0.1316774800357051
K01629.01,Kepler-914 b,CONFIRMED,1.0,CONFIRMED,False,290.41199,44.89933,4.4096675,1.51,1192.0,132.7,2.1418,26.4,476.94,0.814,1,5836.0,1.166,13.574,0.020237731454053318,0.15384615384615385,0.011870080009055851
K01738.01,Kepler-1671 b,CONFIRMED,1.0,CONFIRMED,False,291.74838,39.44688,4.16787814,1.07,962.0,168.1,2.2136,32.9,202.48,0.168,1,5251.0,0.847,13.293,0.022129565749092014,1.7692307692307692,0.011579121653282141
K01739.01,,CANDIDATE,0.0,FALSE POSITIVE,True,291.65009,42.700779,220.65651253,,,,7.82,,,,1,,,15.129,0.001476654052025923,,
K01746.01,Kepler-946 b,CONFIRMED,1.0,CONFIRMED,False,300.9296,44.02879,11.79161234,2.41,857.0,415.4,3.036,20.7,127.75,0.034,1,5619.0,1.199,14.941,0.010727964620315868,1.3181818181818181,0.01842354115750293
K01747.01,,FALSE POSITIVE,0.4673050964203795,NEEDS REVIEW (ambiguous),True,291.41833,42.579819,20.55848388,36.9,624.0,677.3,1.449,20.8,35.76,1.334,2,5578.0,0.936,14.792,0.002936743796498285,1.0384615384615385,0.36134809278713953
K01749.01,Kepler-947 b,CONFIRMED,1.0,CONFIRMED,True,294.36673,42.252682,26.964501,2.2,573.0,601.7,3.792,20.1,25.56,0.006,1,5754.0,0.905,15.789,0.005859555865691711,0.3829787234042553,0.022281752763696948
K01750.01,Kepler-948 b,CONFIRMED,1.0,CONFIRMED,False,293.30023,41.523338,7.76845639,1.35,841.0,217.8,3.689,23.6,118.09,0.353,2,5447.0,0.917,14.8,0.019786213066883593,0.16666666666666669,0.013493968196216292
K01504.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,288.01486,46.348949,2.178154348,22.22,1392.0,428.6,3.4874,93.0,886.88,1.21,1,5947.0,0.881,14.07,0.06671167884257453,7.26530612244898,0.23117634635252207
K01505.01,Kepler-868 b,CONFIRMED,0.8699348774278839,CONFIRMED,True,282.36349,46.67524,5.03257009,2.53,1047.0,439.1,4.213,26.3,283.49,0.97,1,5970.0,0.908,15.695,0.034881117108627624,0.6,0.025539354833499558
K01506.01,Kepler-869 b,CONFIRMED,1.0,CONFIRMED,True,289.42459,50.994122,40.4286676,2.92,494.0,916.1,7.102,40.9,14.08,0.872,1,5813.0,0.833,14.982,0.0073194761102309165,1.5714285714285714,0.03213017562662095
K01507.01,Kepler-870 b,CONFIRMED,1.0,CONFIRMED,False,295.40253,50.47863,21.3588236,2.52,691.0,640.1,5.823,33.2,53.89,0.092,1,6170.0,0.992,15.259,0.011359473936570176,0.7777777777777779,0.023284349960083973
K01508.01,Kepler-871 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.52713,43.36816,22.0459163,3.05,640.0,804.8,5.22,29.7,39.69,0.837,1,5900.0,0.951,15.689,0.009865772737239323,1.0,0.02939642867125251
K01509.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,295.26349,46.148022,49.6456235,43.41,648.0,857.5,23.568,176.5,41.57,1.236,1,6273.0,1.493,12.385,0.019780192709232466,1.2142857142857142,0.2665049178476029
K01567.03,Kepler-306 d,CONFIRMED,1.0,CONFIRMED,True,288.53867,40.61615,17.32670445,2.23,535.0,800.0,4.269,34.8,19.38,0.756,4,4955.0,0.721,15.565,0.010265945293480204,0.8125,0.028349463712050813
K01567.04,Kepler-306 e,CONFIRMED,1.0,CONFIRMED,False,288.53867,40.61615,44.8411168,2.75,390.0,1051.6,5.902,28.9,5.45,0.864,4,4955.0,0.721,15.565,0.0054841780092922815,0.6470588235294117,0.03496010099019719
K01568.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,297.50385,40.342972,1.008917105,1.51,1636.0,338.5,1.4577,34.2,1698.88,0.545,1,5708.0,0.795,15.36,0.06020068417811193,26.07142857142857,0.01740945067994858
K01569.01,Kepler-892 b,CONFIRMED,1.0,CONFIRMED,False,283.12964,43.888241,13.75207851,2.81,556.0,1215.6,2.8831,36.8,22.57,0.836,1,4802.0,0.699,15.587,0.008735346193618166,0.5555555555555556,0.036847191680140154
K01570.01,Kepler-893 b,CONFIRMED,0.992450980392157,CONFIRMED,False,284.96304,43.91301,6.33855946,3.31,1034.0,721.7,3.4617,57.4,270.47,0.907,1,6108.0,1.03,15.182,0.022755564716277033,1.25,0.029455474179740686
K01630.01,,CANDIDATE,0.9781825193845656,CONFIRMED,True,290.25964,45.388409,11.30507984,1.4,744.0,278.4,3.989,19.5,72.67,0.195,1,5705.0,0.844,15.152,0.014702092836642304,2.2093023255813953,0.015204104239338665
K01632.01,Kepler-915 b,CONFIRMED,1.0,CONFIRMED,False,290.59207,45.737141,4.59489816,1.85,1319.0,109.7,3.1381,27.7,716.65,0.953,1,6056.0,1.381,13.298,0.028456379687567805,0.12,0.012278725747027718
K01633.01,Kepler-916 b,CONFIRMED,1.0,CONFIRMED,False,290.98331,45.973301,32.2964275,1.9,503.0,472.2,4.561,17.9,15.14,0.207,1,5246.0,0.891,15.2,0.005884293755607076,0.6304347826086956,0.019545696294856085
K01637.01,Kepler-917 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,299.05127,47.94928,2.97041801,1.7,991.0,530.7,2.2369,22.4,228.11,0.379,1,5068.0,0.743,15.759,0.03137745810619653,0.9047619047619048,0.020971783082679406
K01639.02,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,297.90045,48.0947,9.9824036,1.17,966.0,83.9,1.09,5.4,205.65,0.8093,2,6273.0,1.139,13.538,0.004549672452300633,,0.00941536990735115
K01764.01,,CANDIDATE,0.42786116329772533,NEEDS REVIEW (ambiguous),True,286.0528,50.256592,12.681733929,7.25,601.0,5879.1,1.6866,102.8,30.84,0.929,1,4976.0,0.701,15.303,0.0055414346644900355,0.9012345679012345,0.09479714065672845
K01765.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,296.66086,43.816441,6.814984472,14.18,836.0,23915.0,3.05409,742.2,115.58,0.793,1,5465.0,0.817,15.981,0.018672639757703616,0.8507462686567164,0.15908507012420528
K01770.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,299.60202,43.695995,63.9354965,2637.6,2590.0,1250.6,13.321,57.6,10631.01,1.2,1,3626.0,97.41,10.88,0.008681275614504168,141.6025641025641,0.24818792048614574
K01773.01,,CANDIDATE,0.012963934513325132,FALSE POSITIVE,True,296.0882,47.142891,83.09708021,13.83,329.0,15860.0,9.2639,277.2,2.78,0.993,1,5286.0,0.636,15.678,0.0046451190867098854,0.3768115942028985,0.19931515141033848
K00022.01,Kepler-422 b,CONFIRMED,0.9772222222222222,CONFIRMED,True,282.62967,46.32336,7.891448838,12.63,1028.0,10345.0,4.2854,1955.1,263.54,0.306,1,5972.0,1.237,13.435,0.0226268125155313,0.34328358208955223,0.0935855722613253
K01510.01,,CANDIDATE,0.5853214620267994,NEEDS REVIEW (ambiguous),True,295.08423,50.114609,0.839961456,1.63,1455.0,492.9,1.3008,35.1,1066.37,0.548,1,4932.0,0.718,15.929,0.06452677038075899,8.135135135135135,0.020808386673441093
K01511.01,Kepler-872 b,CONFIRMED,1.0,CONFIRMED,False,295.41745,43.60564,2.578852119,1.63,1230.0,334.3,2.3581,36.7,540.56,0.625,1,5743.0,0.853,15.106,0.03809996158475602,1.857142857142857,0.017515148454315014
K01512.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,286.88751,50.377071,9.04189129,3.24,729.0,783.4,2.789,34.5,66.83,0.967,1,5237.0,0.826,14.88,0.01285221527291038,14.166666666666666,0.03595342034652883
K00176.01,Kepler-483 b,CONFIRMED,0.9983333333333334,CONFIRMED,True,291.64676,41.884659,30.22910274,3.49,755.0,443.4,6.6751,71.7,76.88,0.77,1,6325.0,1.518,13.432,0.009200708636933452,1.0,0.021073123133458688
K01513.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,296.98853,46.596882,0.798200403,24.03,2128.0,396.8,1.8261,65.9,4875.01,1.193,1,6258.0,1.031,14.613,0.09532380554310496,132.59701492537314,0.21363399154176535
K00182.01,,FALSE POSITIVE,0.04003955588803311,FALSE POSITIVE,False,295.6713,40.59906,3.479425638,12.86,1166.0,19550.0,3.4479,123.3,435.85,0.612,1,5907.0,0.878,14.041,0.04128914221675342,0.417910447761194,0.1342522899097816
K01571.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,297.82944,40.706779,2.92878704,22.76,1239.0,549.4,4.634,47.7,556.77,1.212,1,5955.0,0.883,15.148,0.06592604060872016,64.83516483516485,0.2362581525152255
K01572.01,Kepler-894 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,288.73407,46.939388,9.80321143,2.99,896.0,813.4,4.4617,53.1,152.12,0.663,1,6170.0,0.992,15.439,0.018963598611956765,0.5714285714285714,0.02762706602406789
K01573.01,Kepler-1755 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,296.84616,40.138611,24.81097206,4.22,631.0,2090.8,3.2245,123.9,37.43,0.039,2,6086.0,0.921,14.373,0.005415110957432865,0.7272727272727273,0.04199794787278403
K01573.02,,CANDIDATE,1.0,CONFIRMED,True,296.84616,40.138611,7.136922,1.38,956.0,221.6,2.8005,23.7,197.05,0.072,2,6086.0,0.921,14.373,0.016349835405234915,1.0645161290322582,0.01373392608162132
K01641.01,Kepler-918 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,298.20071,48.267841,4.8538404,1.72,1052.0,196.4,3.198,15.4,288.7,0.943,1,5778.0,0.968,14.971,0.02745248896111211,0.6779661016949153,0.01628652157774731
K01643.01,Kepler-919 b,CONFIRMED,1.0,CONFIRMED,True,298.11478,48.4944,11.04605365,1.8,869.0,308.3,4.799,24.3,134.66,0.064,1,6093.0,1.025,14.681,0.018102241729862804,0.9285714285714285,0.016096219623974426
K01644.01,,FALSE POSITIVE,0.0011494252873563218,FALSE POSITIVE,False,297.38153,48.565041,2.621706694,34.68,1288.0,4572.0,1.941,24.3,648.75,1.279,1,5749.0,0.881,15.399,0.03084822577029283,0.6666666666666666,0.3608098871064566
K01646.01,Kepler-1759 b,CONFIRMED,1.0,CONFIRMED,False,298.46579,48.55941,3.72020708,0.99,954.0,156.9,1.892,15.0,195.7,0.341,1,5017.0,0.797,14.293,0.02119057666363382,1.4054054054054055,0.011385500392742262
K00190.01,,FALSE POSITIVE,0.04003955588803311,FALSE POSITIVE,False,284.64886,41.015018,12.264867364,28.29,1077.0,11311.0,4.7366,560.2,317.89,0.818,1,5372.0,2.344,14.137,0.01609135488188173,0.6716417910447761,0.11062431373039733
K01751.01,Kepler-949 b,CONFIRMED,1.0,CONFIRMED,False,298.60788,46.453678,8.689301216,2.92,782.0,1117.0,2.563,70.9,88.24,0.029,2,5211.0,0.895,14.548,0.012290017806037888,1.5999999999999999,0.029904398097179055
K01751.02,Kepler-949 c,CONFIRMED,0.9983333333333334,CONFIRMED,False,298.60788,46.453678,20.99757968,2.97,582.0,1131.8,2.454,44.7,27.2,0.277,2,5211.0,0.895,14.548,0.004869608857700498,1.2142857142857142,0.030416459708432122
K01753.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,298.14053,40.073872,0.979442525,1.64,1567.0,469.3,1.0348,27.0,1420.01,0.388,1,5532.0,0.745,15.747,0.04402164043945985,,0.020177289476436246
K00194.01,Kepler-488 b,CONFIRMED,0.2038785137632526,NEEDS REVIEW (ambiguous),True,282.96616,48.34507,3.120828136,14.16,1303.0,16456.0,2.1878,113.5,680.79,0.784,1,6122.0,0.996,14.804,0.029209661461900297,0.2537313432835821,0.13031042593840073
K01754.01,Kepler-1768 b,CONFIRMED,0.993888888888889,CONFIRMED,False,299.95721,44.771889,15.13590453,2.57,933.0,255.7,2.236,19.8,179.16,0.46,1,6050.0,1.572,13.964,0.006155341854991647,2.0,0.014984968385798214
K01514.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,289.32101,46.134319,1.399326503,1.0,1143.0,206.4,1.8305,22.7,402.58,0.009,1,4502.0,0.728,15.447,0.05450538753451548,54.81818181818182,0.012590525881085002
K01515.01,Kepler-303 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,283.13547,43.657051,1.937029968,0.87,802.0,312.3,1.4727,42.8,97.94,0.105,2,4042.0,0.49,14.39,0.031678652893200876,0.85,0.016274154024579584
K01515.02,Kepler-303 c,CONFIRMED,0.9983333333333334,CONFIRMED,False,283.13547,43.657051,7.06117322,1.23,521.0,481.7,1.0406,27.2,17.41,0.845,2,4042.0,0.49,14.39,0.006140386587674355,0.5,0.02300828672440562
K01516.01,Kepler-873 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,296.4032,51.271339,20.55331441,3.19,749.0,678.3,5.3136,40.6,74.49,0.795,1,6325.0,1.112,14.829,0.01077198526638994,0.823529411764706,0.02629427164043284
K01517.01,Kepler-874 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.95685,43.014332,40.0686713,3.1,560.0,970.9,5.8875,62.0,23.27,0.029,1,6026.0,0.992,14.683,0.0061223018393425,0.0,0.02864344637946838
K01574.01,Kepler-87 b,CONFIRMED,1.0,CONFIRMED,False,297.91687,46.96513,114.73658,12.28,476.0,4850.0,12.0355,230.6,12.13,0.595,4,5597.0,1.699,14.6,0.004370699969152529,0.8421052631578948,0.06624913884211826
K01574.02,Kepler-87 c,CONFIRMED,0.9856127393922295,CONFIRMED,True,297.91687,46.96513,191.239133,6.47,401.0,1061.2,16.942,36.8,6.14,0.876,4,5597.0,1.699,14.6,0.0036912772798790437,0.6804123711340206,0.034904880155415735
K01574.03,,CANDIDATE,0.8384804567413264,CONFIRMED,True,297.91687,46.96513,5.83393857,1.98,1285.0,134.4,4.5813,17.6,642.83,0.398,4,5597.0,1.699,14.6,0.032720176551327654,1.9880952380952381,0.010681864406139592
K01575.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,296.99191,40.758911,24.3282251,294.02,520.0,1120.6,6.158,26.4,17.33,4.426,1,5286.0,0.78,15.952,0.010546734596488642,60.207317073170735,3.4550753249195045
K01576.01,Kepler-307 b,CONFIRMED,1.0,CONFIRMED,False,297.79514,40.417709,10.41572666,3.01,797.0,825.3,2.7719,69.3,95.64,0.682,3,5511.0,0.987,14.072,0.011088600642418676,1.5257731958762886,0.0279527533462046
K01647.01,Kepler-313 b,CONFIRMED,1.0,CONFIRMED,False,298.29495,48.775459,14.97031664,2.53,883.0,290.5,5.884,28.9,143.33,0.352,3,5726.0,1.483,14.167,0.01637685244489703,2.1818181818181817,0.01563704260877788
K01647.02,Kepler-313 c,CONFIRMED,0.993888888888889,CONFIRMED,False,298.29495,48.775459,32.2753853,2.31,683.0,223.9,8.622,17.9,51.5,0.608,3,5726.0,1.483,14.167,0.01113077339467114,1.419753086419753,0.014277299773231979
K01647.03,,CANDIDATE,0.34253623188405796,NEEDS REVIEW (ambiguous),True,298.29495,48.775459,6.33027476,1.02,1046.0,89.2,3.67,9.8,283.31,0.3288,3,5900.0,1.07,14.167,0.02415640275725831,1.7142857142857144,0.008737589624540635
K01648.01,Kepler-1760 b,CONFIRMED,0.993888888888889,CONFIRMED,False,284.13263,48.825119,38.3262237,2.43,480.0,392.1,3.073,15.0,12.56,0.963,1,5229.0,0.903,14.31,0.0033408370119873475,2.4,0.024665718609827924
K01649.01,Kepler-1761 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,284.13287,49.142609,4.04355245,1.75,613.0,416.2,1.965,21.2,33.34,0.984,1,3871.0,0.532,14.963,0.020248284401504425,2.5416666666666665,0.03015099618891408
K01758.01,,CANDIDATE,0.8157820440429135,CONFIRMED,True,295.43436,42.166321,5.59728249,3.28,930.0,1407.3,1.795,30.8,176.53,0.473,1,5610.0,0.858,15.969,0.013362139002326228,9.975,0.035039815058146864
K01760.01,Kepler-317 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.94388,39.032059,5.52418625,2.25,976.0,491.0,2.826,20.7,214.86,0.492,2,5334.0,1.004,15.377,0.021315356628317884,3.260869565217391,0.02054111692551517
