kepoi_name,koi_period,koi_prad,koi_teq,p_planet_calibrated,conformal_verdict
K06320.01,22.80265,2.36,1045.0,0.001985368695914888,FALSE POSITIVE
K05134.01,573.23826,6.93,338.0,0.001985368695914888,FALSE POSITIVE
K05048.01,138.333748,6.28,488.0,0.001985368695914888,FALSE POSITIVE
K05666.01,182.453195,1.26,332.0,0.001985368695914888,FALSE POSITIVE
K05810.01,425.593391,2.25,278.0,0.001985368695914888,FALSE POSITIVE
K07180.01,487.83894,3.94,298.0,0.001985368695914888,FALSE POSITIVE
K04931.01,579.81521,2.71,218.0,0.001985368695914888,FALSE POSITIVE
K05300.01,188.954072,2.46,468.0,0.001985368695914888,FALSE POSITIVE
K05776.01,198.6004,4.6,458.0,0.001985368695914888,FALSE POSITIVE
K05176.01,215.732414,1.26,292.0,0.001985368695914888,FALSE POSITIVE
K04978.01,339.18998,2.75,253.0,0.001985368695914888,FALSE POSITIVE
K05254.01,232.916142,1.2,361.0,0.001985368695914888,FALSE POSITIVE
K05423.01,366.55705,2.63,266.0,0.001985368695914888,FALSE POSITIVE
K04958.01,581.729006,2.74,308.0,0.001985368695914888,FALSE POSITIVE
K04961.01,348.96347,2.04,198.0,0.001985368695914888,FALSE POSITIVE
K05001.01,59.9655175,1.92,481.0,0.001985368695914888,FALSE POSITIVE
K05213.01,48.2455501,0.64,449.0,0.001985368695914888,FALSE POSITIVE
K07199.01,20.2944118,774.73,648.0,0.001985368695914888,FALSE POSITIVE
K05321.01,215.634356,1.92,404.0,0.001985368695914888,FALSE POSITIVE
K05547.01,571.14302,2.22,210.0,0.001985368695914888,FALSE POSITIVE
K05202.01,535.93723,1.83,227.0,0.001985368695914888,FALSE POSITIVE
K05798.01,318.25858,2.03,212.0,0.001985368695914888,FALSE POSITIVE
K04969.01,59.14382117,,,0.001985368695914888,FALSE POSITIVE
K05782.01,584.55603,6.69,354.0,0.001985368695914888,FALSE POSITIVE
K07094.01,13.56092626,,,0.001985368695914888,FALSE POSITIVE
K05004.01,103.363691,2.0,385.0,0.001985368695914888,FALSE POSITIVE
K07061.01,1.371587993,4.91,2413.0,0.001985368695914888,FALSE POSITIVE
K04976.01,624.90338,2.77,320.0,0.001985368695914888,FALSE POSITIVE
K05789.01,383.26217,1.57,203.0,0.001985368695914888,FALSE POSITIVE
K05142.01,198.895864,3.33,264.0,0.001985368695914888,FALSE POSITIVE
K06957.01,1.48062814,0.76,1653.0,0.001985368695914888,FALSE POSITIVE
K05694.01,107.904526,1.26,337.0,0.001985368695914888,FALSE POSITIVE
K04921.01,95.688682,28.41,1046.0,0.001985368695914888,FALSE POSITIVE
K05698.01,282.029084,2.33,363.0,0.001985368695914888,FALSE POSITIVE
K05539.01,374.05697,2.34,209.0,0.001985368695914888,FALSE POSITIVE
K05289.01,181.81214,2.04,324.0,0.001985368695914888,FALSE POSITIVE
K05413.01,428.379308,2.0,236.0,0.001985368695914888,FALSE POSITIVE
K05290.01,435.50635,2.06,225.0,0.001985368695914888,FALSE POSITIVE
K05772.01,75.636309,1.32,447.0,0.001985368695914888,FALSE POSITIVE
K05446.01,416.9504,7.35,377.0,0.001985368695914888,FALSE POSITIVE
K05268.01,474.22897,2.0,225.0,0.001985368695914888,FALSE POSITIVE
K05829.01,583.8531,1.97,196.0,0.001985368695914888,FALSE POSITIVE
K05227.01,371.56492,1.89,259.0,0.001985368695914888,FALSE POSITIVE
K05690.01,17.0497376,45.89,1971.0,0.001985368695914888,FALSE POSITIVE
K05457.01,578.21623,3.54,328.0,0.001792512104076579,FALSE POSITIVE
K08011.01,0.93420696,,,0.001792512104076579,FALSE POSITIVE
K06697.01,82.97062172,,,0.001792512104076579,FALSE POSITIVE
K06238.01,197.05431574,,,0.001792512104076579,FALSE POSITIVE
K03722.01,2.38920105,,,0.001792512104076579,FALSE POSITIVE
K06127.01,114.27173902,,,0.001792512104076579,FALSE POSITIVE
K05953.01,370.84786,4.03,219.0,0.001792512104076579,FALSE POSITIVE
K05931.01,115.19952922,,,0.001792512104076579,FALSE POSITIVE
K07928.01,1.12625975,,,0.001792512104076579,FALSE POSITIVE
K06341.01,9.78184193,,,0.0015524925449564553,FALSE POSITIVE
K08259.01,402.27493,1.73,262.0,0.0013422818791946308,FALSE POSITIVE
K05216.01,377.311149,2.56,243.0,0.0013422818791946308,FALSE POSITIVE
K05580.01,173.219879,2.41,405.0,0.0013422818791946308,FALSE POSITIVE
K01168.01,856.672115,3.87,242.0,0.0013422818791946308,FALSE POSITIVE
K05660.01,402.20969,10.03,452.0,0.0013422818791946308,FALSE POSITIVE
K07624.01,330.025002,5.92,478.0,0.0013422818791946308,FALSE POSITIVE
K02312.01,176.331289,2.38,505.0,0.0013422818791946308,FALSE POSITIVE
K05936.01,48.38798413,,,0.0013422818791946308,FALSE POSITIVE
K05764.01,286.02266,2.03,180.0,0.0013422818791946308,FALSE POSITIVE
K05393.01,248.421771,18.92,579.0,0.0013422818791946308,FALSE POSITIVE
K02160.02,15.40877383,,,0.0013422818791946308,FALSE POSITIVE
K05320.01,357.437578,3.13,422.0,0.0013422818791946308,FALSE POSITIVE
K07846.01,10.5994606,1.28,896.0,0.0013422818791946308,FALSE POSITIVE
K05511.01,74.833577,1.68,590.0,0.0013422818791946308,FALSE POSITIVE
K05546.01,514.271499,3.01,258.0,0.0013422818791946308,FALSE POSITIVE
K05248.01,179.25465,1.35,301.0,0.0013422818791946308,FALSE POSITIVE
K01677.02,8.51170088,,,0.0013422818791946308,FALSE POSITIVE
K05815.01,207.767894,3.52,379.0,0.0013422818791946308,FALSE POSITIVE
K05902.01,150.728285,1.27,321.0,0.0013422818791946308,FALSE POSITIVE
K05264.01,52.69092296,,,0.0013422818791946308,FALSE POSITIVE
K03132.01,0.536650319,1.35,3195.0,0.0013422818791946308,FALSE POSITIVE
K05165.01,369.73011,1.66,274.0,0.0013422818791946308,FALSE POSITIVE
K05592.01,482.51701,2.3,242.0,0.0013422818791946308,FALSE POSITIVE
K01940.02,6.73679732,,,0.0013422818791946308,FALSE POSITIVE
K05528.01,201.621794,2.02,309.0,0.0013422818791946308,FALSE POSITIVE
K02679.01,110.7556272,29.64,651.0,0.0013422818791946308,FALSE POSITIVE
K05839.01,169.415073,2.32,413.0,0.0013422818791946308,FALSE POSITIVE
K04991.01,211.330867,2.09,300.0,0.0013422818791946308,FALSE POSITIVE
K05807.01,236.09799849,,,0.0013422818791946308,FALSE POSITIVE
K07559.01,0.708965461,1.13,2417.0,0.0013422818791946308,FALSE POSITIVE
K05407.01,58.5029431,1.54,611.0,0.0013422818791946308,FALSE POSITIVE
K05806.01,313.82752,1.26,272.0,0.0013422818791946308,FALSE POSITIVE
K01316.02,12.37679312,,,0.0013422818791946308,FALSE POSITIVE
K02339.02,65.18703725,,,0.0013422818791946308,FALSE POSITIVE
K04848.01,384.6961,1.78,157.0,0.0013422818791946308,FALSE POSITIVE
K05825.01,208.047137,2.05,363.0,0.0013422818791946308,FALSE POSITIVE
K05099.01,111.187116,1.51,440.0,0.0013422818791946308,FALSE POSITIVE
K05890.01,263.30198,2.19,308.0,0.0013422818791946308,FALSE POSITIVE
K05222.01,367.6758,2.77,271.0,0.0013422818791946308,FALSE POSITIVE
K05474.01,284.666844,8.98,486.0,0.0013422818791946308,FALSE POSITIVE
K05574.01,373.41509,2.55,158.0,0.0013422818791946308,FALSE POSITIVE
K07074.01,26.8552365,1.49,618.0,0.0011494252873563218,FALSE POSITIVE
K05928.01,20.69920737,,,0.0011494252873563218,FALSE POSITIVE
K04178.01,7.016016,1.72,1138.0,0.0011494252873563218,FALSE POSITIVE
K08033.01,362.13187,2.23,208.0,0.0006430868167202572,FALSE POSITIVE
K05872.01,46.16051579,,,0.0006430868167202572,FALSE POSITIVE
K05785.01,70.31252504,,,0.0006430868167202572,FALSE POSITIVE
K06542.01,0.8867443,,,0.0006430868167202572,FALSE POSITIVE
K05645.01,580.85326788,,,0.0006430868167202572,FALSE POSITIVE
K07205.01,2.3518268,39.82,1535.0,0.0006430868167202572,FALSE POSITIVE
K05926.01,26.46288074,,,0.0006430868167202572,FALSE POSITIVE
K05085.01,327.063,2.82,248.0,0.0006430868167202572,FALSE POSITIVE
K07226.01,42.48452259,,,0.0006430868167202572,FALSE POSITIVE
K07884.01,0.70965042,1.49,2036.0,0.0006430868167202572,FALSE POSITIVE
K05156.01,1.680254289,30.88,1996.0,0.0006430868167202572,FALSE POSITIVE
K05955.01,96.32561456,,,0.0006430868167202572,FALSE POSITIVE
K08085.01,419.2615,1.7,256.0,0.0006430868167202572,FALSE POSITIVE
K05966.01,478.79185021,,,0.0006430868167202572,FALSE POSITIVE
K07973.01,1.33199285,,,0.0006430868167202572,FALSE POSITIVE
K06759.01,371.70965709,,,0.0006430868167202572,FALSE POSITIVE
K05266.01,37.71508287,,,0.0006430868167202572,FALSE POSITIVE
K05434.01,581.87357,2.96,218.0,0.0006430868167202572,FALSE POSITIVE
K04878.01,449.01499,1.04,258.0,0.0006430868167202572,FALSE POSITIVE
K05030.01,411.8969,2.61,279.0,0.0006430868167202572,FALSE POSITIVE
K05616.01,441.61919,1.71,152.0,0.0006430868167202572,FALSE POSITIVE
K05554.01,362.22202,0.96,312.0,0.0006430868167202572,FALSE POSITIVE
K05497.01,93.359737,1.05,592.0,0.0006430868167202572,FALSE POSITIVE
K05006.01,126.51457638,,,0.0006430868167202572,FALSE POSITIVE
K06774.01,17.3816224,26.55,756.0,0.0006430868167202572,FALSE POSITIVE
K05389.01,365.739893,1.73,241.0,0.0006430868167202572,FALSE POSITIVE
K07607.01,54.54312996,,,0.0006430868167202572,FALSE POSITIVE
K06111.01,228.65412,3.63,521.0,0.0006430868167202572,FALSE POSITIVE
K05550.01,540.39267,3.63,206.0,0.0006430868167202572,FALSE POSITIVE
K06108.01,485.92297,1.07,225.0,0.0006430868167202572,FALSE POSITIVE
K06835.01,22.50053441,,,0.0006430868167202572,FALSE POSITIVE
K05977.01,49.49059818,,,0.0006430868167202572,FALSE POSITIVE
K01208.01,700.00298217,6.43,238.0,0.0,FALSE POSITIVE
K05269.01,371.50631,2.88,242.0,0.0,FALSE POSITIVE
K00823.01,1.028436523,72.77,1947.0,0.0,FALSE POSITIVE
K05022.01,117.26808432,,,0.0,FALSE POSITIVE
K05888.01,190.860818,1.84,273.0,0.0,FALSE POSITIVE
K01739.01,220.65651253,,,0.0,FALSE POSITIVE
K05882.01,55.01469183,,,0.0,FALSE POSITIVE
K01421.01,1693.6636225,10.23,157.0,0.0,FALSE POSITIVE
K01206.01,422.917678,5.89,292.0,0.0,FALSE POSITIVE
K08078.01,0.805941833,29.85,1498.0,0.0,FALSE POSITIVE
K05262.01,438.98396,32.58,599.0,0.0,FALSE POSITIVE
K05657.01,284.699924,2.0,293.0,0.0,FALSE POSITIVE
K05973.01,419.93373,1.82,285.0,0.0,FALSE POSITIVE
K05851.01,322.221973,2.18,277.0,0.0,FALSE POSITIVE
K01356.01,384.02570682,,,0.0,FALSE POSITIVE
K05533.01,113.05980069,,,0.0,FALSE POSITIVE
K05656.01,169.84787744,,,0.0,FALSE POSITIVE
K08270.01,338.00692,2.09,249.0,0.0,FALSE POSITIVE
K04105.01,363.41165,3.14,263.0,0.0,FALSE POSITIVE
K02323.01,58.35512552,,,0.0,FALSE POSITIVE
K06489.01,14.05652256,,,0.0,FALSE POSITIVE
K05367.01,502.98283916,,,0.0,FALSE POSITIVE
K05365.01,585.64118,2.2,207.0,0.0,FALSE POSITIVE
K05737.01,376.24253,1.32,254.0,0.0,FALSE POSITIVE
K05613.01,346.4174,2.41,251.0,0.0,FALSE POSITIVE
K05610.01,495.40462,152.21,248.0,0.0,FALSE POSITIVE
K05609.01,535.1515,2.7,258.0,0.0,FALSE POSITIVE
K05431.01,43.08410127,,,0.0,FALSE POSITIVE
K05352.01,270.1430241,,,0.0,FALSE POSITIVE
K04932.01,19.12788374,,,0.0,FALSE POSITIVE
K05437.01,213.63312404,,,0.0,FALSE POSITIVE
K05598.01,376.934014,2.13,274.0,0.0,FALSE POSITIVE
K05473.01,549.42772,2.64,223.0,0.0,FALSE POSITIVE
K05591.01,317.009388,4.03,345.0,0.0,FALSE POSITIVE
K07111.01,23.59919017,,,0.0,FALSE POSITIVE
K06598.01,10.95210361,,,0.0,FALSE POSITIVE
K05837.01,280.92070688,,,0.0,FALSE POSITIVE
K05570.01,574.65297,2.28,196.0,0.0,FALSE POSITIVE
K05455.01,292.09809,2.09,267.0,0.0,FALSE POSITIVE
K07255.01,86.95432088,,,0.0,FALSE POSITIVE
K05821.01,113.71363032,,,0.0,FALSE POSITIVE
K05707.01,208.800733,2.88,347.0,0.0,FALSE POSITIVE
K05281.01,263.90141,23.91,562.0,0.0,FALSE POSITIVE
K05160.01,258.63797782,,,0.0,FALSE POSITIVE
K05158.01,151.13008,4.41,578.0,0.0,FALSE POSITIVE
K07847.01,399.37587,3.93,326.0,0.0,FALSE POSITIVE
K05035.01,115.23145073,,,0.0,FALSE POSITIVE
K05577.01,495.51899,2.94,305.0,0.0,FALSE POSITIVE
K05425.01,39.42516213,,,0.0,FALSE POSITIVE
K06610.01,315.07717192,,,0.0,FALSE POSITIVE
K02640.01,33.18089453,,,0.0,FALSE POSITIVE
K06210.01,51.85656556,,,0.0,FALSE POSITIVE
K05229.01,364.63189,2.06,298.0,0.0,FALSE POSITIVE
K05536.01,392.72811,1.85,226.0,0.0,FALSE POSITIVE
K02474.01,176.845697,42.05,291.0,0.0,FALSE POSITIVE
K05541.01,339.633833,2.04,250.0,0.0,FALSE POSITIVE
K08117.01,0.933745798,3.45,2097.0,0.0,FALSE POSITIVE
K05226.01,249.35154,4.42,289.0,0.0,FALSE POSITIVE
K06425.01,521.10826,1.5,231.0,0.0,FALSE POSITIVE
K05101.01,436.18813,1.64,331.0,0.0,FALSE POSITIVE
K07992.01,277.13367,1.84,307.0,0.0,FALSE POSITIVE
K05910.01,91.240335,1.75,494.0,0.0,FALSE POSITIVE
K07596.01,359.8249913,,,0.0,FALSE POSITIVE
K05337.01,470.65357,2.99,238.0,0.0,FALSE POSITIVE
K05398.01,551.22396,2.1,206.0,0.0,FALSE POSITIVE
K05644.01,378.93139106,,,0.0,FALSE POSITIVE
K05422.01,360.64485255,,,0.0,FALSE POSITIVE
K07562.01,11.76872507,,,0.0,FALSE POSITIVE
K04960.01,47.82278681,,,0.0,FALSE POSITIVE
K04418.01,333.03842,3.19,247.0,0.0,FALSE POSITIVE
K04426.01,369.13236,2.14,328.0,0.0,FALSE POSITIVE
K04333.01,309.25581,2.18,287.0,0.0,FALSE POSITIVE
K07865.01,0.518060209,61.49,2921.0,0.0,FALSE POSITIVE
K05633.01,151.77884,4.35,616.0,0.0,FALSE POSITIVE
K05506.01,641.60204,1.61,230.0,0.0,FALSE POSITIVE
K05380.01,369.93355,3.24,270.0,0.0,FALSE POSITIVE
K04462.01,45.163025,2.35,886.0,0.0,FALSE POSITIVE
K06115.01,168.66934782,,,0.0,FALSE POSITIVE
K06745.01,383.85362,2.78,314.0,0.0,FALSE POSITIVE
K05247.01,282.0309,3.22,315.0,0.0,FALSE POSITIVE
