kepoi_name,koi_period,koi_prad,koi_teq,p_planet_calibrated,conformal_verdict
K02184.02,95.906433,2.17,288.0,0.7672727272727273,NEEDS REVIEW (ambiguous)
K02923.01,5.83892993,1.19,835.0,0.7652214452214452,NEEDS REVIEW (ambiguous)
K00841.05,499.47338,3.71,191.0,0.7633684210526316,NEEDS REVIEW (ambiguous)
K04794.01,24.5041103,1.03,574.0,0.7620783047057696,NEEDS REVIEW (ambiguous)
K03208.01,2.131660527,0.56,1438.0,0.7606854256854257,NEEDS REVIEW (ambiguous)
K04840.01,10.4716194,1.74,1035.0,0.7586996336996338,NEEDS REVIEW (ambiguous)
K05915.01,37.6259039,1.81,519.0,0.7560561108121051,NEEDS REVIEW (ambiguous)
K04633.01,11.6933447,1.12,950.0,0.7524822936179434,NEEDS REVIEW (ambiguous)
K03040.01,4.8099878,1.59,1077.0,0.7509398496240601,NEEDS REVIEW (ambiguous)
K04653.01,19.9778599,1.07,773.0,0.749879243563454,NEEDS REVIEW (ambiguous)
K02612.02,7.57299816,0.53,875.0,0.749879243563454,NEEDS REVIEW (ambiguous)
K04914.01,5.47455167,1.4,1155.0,0.7482125768967874,NEEDS REVIEW (ambiguous)
K04716.01,5.8943338,0.61,1092.0,0.7482125768967874,NEEDS REVIEW (ambiguous)
K02523.02,2.61090223,1.8,1323.0,0.7481493598992002,NEEDS REVIEW (ambiguous)
K02821.01,79.2450351,3.33,404.0,0.7474982911825017,NEEDS REVIEW (ambiguous)
K04820.01,14.7401061,1.48,750.0,0.7459231996074102,NEEDS REVIEW (ambiguous)
K03259.01,72.9332762,2.45,389.0,0.7459231996074102,NEEDS REVIEW (ambiguous)
K00684.01,4.034914368,6.95,1452.0,0.7459231996074102,NEEDS REVIEW (ambiguous)
K03119.01,2.184437698,0.94,529.0,0.7442565329407435,NEEDS REVIEW (ambiguous)
K05553.01,120.938669,2.32,333.0,0.7442565329407435,NEEDS REVIEW (ambiguous)
K05817.01,113.083522,1.59,450.0,0.7435547785547786,NEEDS REVIEW (ambiguous)
K02059.02,2.18565886,0.44,1087.0,0.7405104153228311,NEEDS REVIEW (ambiguous)
K02577.01,18.55581565,20.83,1793.0,0.7404336847260049,NEEDS REVIEW (ambiguous)
K04435.01,10.8614163,1.01,899.0,0.7396504723346828,NEEDS REVIEW (ambiguous)
K00868.01,235.9986399,10.59,188.0,0.7341774891774892,NEEDS REVIEW (ambiguous)
K01328.01,80.9669561,5.04,364.0,0.7330644232260897,NEEDS REVIEW (ambiguous)
K03197.01,22.599501,0.96,734.0,0.7324966261808368,NEEDS REVIEW (ambiguous)
K03500.02,4.7482669,1.57,1690.0,0.7322727272727272,NEEDS REVIEW (ambiguous)
K07197.01,1.74145041,1.46,1234.0,0.7318881118881119,NEEDS REVIEW (ambiguous)
K04477.01,5.30179786,1.22,973.0,0.7311705959318743,NEEDS REVIEW (ambiguous)
K00914.01,3.886655224,1.87,1010.0,0.7302933222384024,NEEDS REVIEW (ambiguous)
K00972.02,7.82187328,2.78,2101.0,0.7302933222384024,NEEDS REVIEW (ambiguous)
K01996.02,7.07394528,0.84,647.0,0.7300064481190107,NEEDS REVIEW (ambiguous)
K01613.03,20.605501,0.85,806.0,0.7284424136683996,NEEDS REVIEW (ambiguous)
K01731.01,2.59488443,2.36,1014.0,0.7261261726089276,NEEDS REVIEW (ambiguous)
K04710.01,9.4527721,1.3,832.0,0.7232388961917744,NEEDS REVIEW (ambiguous)
K01562.02,20.0679247,2.25,662.0,0.720254348345024,NEEDS REVIEW (ambiguous)
K05929.01,466.002988,4.92,223.0,0.7146411483253589,NEEDS REVIEW (ambiguous)
K03307.01,10.5071781,1.41,737.0,0.7141774891774892,NEEDS REVIEW (ambiguous)
K04428.01,13.00291716,1.28,710.0,0.7108191731840056,NEEDS REVIEW (ambiguous)
K03880.01,1.803697292,1.0,1783.0,0.7100350877192982,NEEDS REVIEW (ambiguous)
K02052.01,4.22464216,4.31,1279.0,0.7100350877192982,NEEDS REVIEW (ambiguous)
K03358.01,10.10404351,4.05,752.0,0.7083684210526316,NEEDS REVIEW (ambiguous)
K04601.01,7.94004281,0.98,1010.0,0.7060680547522653,NEEDS REVIEW (ambiguous)
K05040.01,29.6094263,2.87,789.0,0.7060680547522653,NEEDS REVIEW (ambiguous)
K02422.02,57.3888262,1.88,406.0,0.7060680547522653,NEEDS REVIEW (ambiguous)
K04626.01,91.95723,2.66,497.0,0.705371954750836,NEEDS REVIEW (ambiguous)
K02756.02,5.06993245,0.92,1053.0,0.7022924225256666,NEEDS REVIEW (ambiguous)
K02797.01,0.868122253,1.65,2047.0,0.7006060606060606,NEEDS REVIEW (ambiguous)
K02420.02,5.4675514,1.07,1078.0,0.6991166770370396,NEEDS REVIEW (ambiguous)
K04329.01,17.8007815,1.02,816.0,0.697059434651731,NEEDS REVIEW (ambiguous)
K05805.01,525.757041,11.07,372.0,0.6962582345191042,NEEDS REVIEW (ambiguous)
K04499.01,5.19898615,1.04,1035.0,0.6958441558441558,NEEDS REVIEW (ambiguous)
K04717.01,216.456055,3.61,320.0,0.695545842514567,NEEDS REVIEW (ambiguous)
K01480.02,7.00447892,1.19,754.0,0.6948792435634541,NEEDS REVIEW (ambiguous)
K03004.02,7.03965141,2.72,1171.0,0.6948792435634541,NEEDS REVIEW (ambiguous)
K02666.01,64.034363,3.47,411.0,0.693939393939394,NEEDS REVIEW (ambiguous)
K04563.01,54.333582,1.7,513.0,0.692032967032967,NEEDS REVIEW (ambiguous)
K01946.01,8.29482811,2.76,876.0,0.6911628874557937,NEEDS REVIEW (ambiguous)
K05426.01,124.887214,1.78,435.0,0.6909231996074101,NEEDS REVIEW (ambiguous)
K05211.01,3.5645249,0.6,1029.0,0.6909231996074101,NEEDS REVIEW (ambiguous)
K02453.01,1.530515205,0.84,608.0,0.6909231996074101,NEEDS REVIEW (ambiguous)
K04774.01,51.567801,1.3,433.0,0.6891881410202749,NEEDS REVIEW (ambiguous)
K03310.01,20.5512722,1.64,607.0,0.6882262620424651,NEEDS REVIEW (ambiguous)
K02377.01,13.9034057,1.55,646.0,0.6882251082251082,NEEDS REVIEW (ambiguous)
K00750.02,5.04413987,1.18,862.0,0.6878282828282828,NEEDS REVIEW (ambiguous)
K02976.01,21.61313362,1.94,503.0,0.6833655870923652,NEEDS REVIEW (ambiguous)
K02593.02,9.5539134,0.68,1012.0,0.6778537518493639,NEEDS REVIEW (ambiguous)
K00317.02,11.505879,0.99,1000.0,0.6768881118881118,NEEDS REVIEW (ambiguous)
K02248.04,2.64622742,0.99,1082.0,0.6768881118881118,NEEDS REVIEW (ambiguous)
K04622.02,4.50158249,0.73,676.0,0.6768881118881118,NEEDS REVIEW (ambiguous)
K04410.01,5.04404366,1.47,1078.0,0.6768881118881118,NEEDS REVIEW (ambiguous)
K04764.01,31.4202111,1.45,471.0,0.6768881118881118,NEEDS REVIEW (ambiguous)
K06209.01,12.7143635,2.2,785.0,0.6755107135427502,NEEDS REVIEW (ambiguous)
K04246.02,8.75630628,1.12,982.0,0.6755107135427502,NEEDS REVIEW (ambiguous)
K00554.01,3.65849707,14.61,1583.0,0.6731806176800168,NEEDS REVIEW (ambiguous)
K00750.03,14.516741,1.45,606.0,0.6726800076866397,NEEDS REVIEW (ambiguous)
K03224.01,3.43861067,1.01,1348.0,0.6722696457611663,NEEDS REVIEW (ambiguous)
K02018.02,16.0988294,1.14,705.0,0.6718881118881119,NEEDS REVIEW (ambiguous)
K04762.01,11.56722589,1.29,568.0,0.6718389575522582,NEEDS REVIEW (ambiguous)
K03421.01,40.6511021,1.7,651.0,0.6715159545908906,NEEDS REVIEW (ambiguous)
K04875.01,0.912179022,0.65,1025.0,0.6697435897435897,NEEDS REVIEW (ambiguous)
K04554.01,8.0772455,2.61,1228.0,0.6696153846153846,NEEDS REVIEW (ambiguous)
K00865.01,119.0207044,8.98,366.0,0.6686391869000564,NEEDS REVIEW (ambiguous)
K03226.02,6.93650854,1.51,1305.0,0.6684947421387795,NEEDS REVIEW (ambiguous)
K04614.01,6.4546845,1.38,1244.0,0.6682125768967875,NEEDS REVIEW (ambiguous)
K04487.01,3.48754109,0.72,988.0,0.6652214452214452,NEEDS REVIEW (ambiguous)
K04657.02,10.4314847,0.77,700.0,0.6635547785547786,NEEDS REVIEW (ambiguous)
K00732.02,3.29534567,1.23,1139.0,0.6635547785547786,NEEDS REVIEW (ambiguous)
K04084.03,8.19619768,1.55,851.0,0.6635547785547786,NEEDS REVIEW (ambiguous)
K04647.01,37.9043889,1.97,693.0,0.6635547785547786,NEEDS REVIEW (ambiguous)
K01315.01,6.84639884,1.9,1132.0,0.6614756258234519,NEEDS REVIEW (ambiguous)
K01239.01,0.783276173,1.98,2149.0,0.6613078149920255,NEEDS REVIEW (ambiguous)
K01331.01,6.80082032,1.88,697.0,0.6596411483253589,NEEDS REVIEW (ambiguous)
K06195.01,1.444486083,1.73,1051.0,0.6590171662504294,NEEDS REVIEW (ambiguous)
K05219.01,27.765596,1.2,605.0,0.6588700851259071,NEEDS REVIEW (ambiguous)
K06191.01,9.7043379,1.19,932.0,0.6575291375291374,NEEDS REVIEW (ambiguous)
K03420.01,5.77451117,1.87,1232.0,0.6572003406839937,NEEDS REVIEW (ambiguous)
K01015.03,16.9972894,3.14,956.0,0.656863370547581,NEEDS REVIEW (ambiguous)
K03787.01,141.73403059,10.3,329.0,0.6563298581696951,NEEDS REVIEW (ambiguous)
K04504.01,4.13029832,1.44,995.0,0.653367856399893,NEEDS REVIEW (ambiguous)
K02764.01,2.252976718,1.19,795.0,0.6523283925059452,NEEDS REVIEW (ambiguous)
K01310.02,144.688915,3.33,416.0,0.6522727272727272,NEEDS REVIEW (ambiguous)
K03031.01,7.64809462,1.19,840.0,0.650773046907821,NEEDS REVIEW (ambiguous)
K05769.01,7.58062893,0.97,937.0,0.6498792435634541,NEEDS REVIEW (ambiguous)
K05895.01,11.8307724,1.16,770.0,0.6484996589930984,NEEDS REVIEW (ambiguous)
K02364.01,5.24242029,3.86,1367.0,0.6472727272727272,NEEDS REVIEW (ambiguous)
K00547.02,7.34672485,0.97,784.0,0.6472727272727272,NEEDS REVIEW (ambiguous)
K02972.01,13.2511214,1.98,850.0,0.6472182133947133,NEEDS REVIEW (ambiguous)
K04755.01,3.74318005,1.75,999.0,0.6469946142504026,NEEDS REVIEW (ambiguous)
K04146.02,2.5738437,0.57,1129.0,0.6456060606060606,NEEDS REVIEW (ambiguous)
K04097.02,4.44902309,0.55,699.0,0.6453463735566161,NEEDS REVIEW (ambiguous)
K02248.02,9.4907638,1.05,704.0,0.6428462765304871,NEEDS REVIEW (ambiguous)
K00611.01,3.251659087,9.83,1384.0,0.6415539185514014,NEEDS REVIEW (ambiguous)
K00935.04,9.61731426,1.94,1010.0,0.6412820512820513,NEEDS REVIEW (ambiguous)
K02962.01,2.17291055,0.93,1507.0,0.6410103297470623,NEEDS REVIEW (ambiguous)
K02972.02,42.0292298,2.33,578.0,0.6399577975497948,NEEDS REVIEW (ambiguous)
K04288.04,13.9509565,0.75,849.0,0.6358441558441558,NEEDS REVIEW (ambiguous)
K04567.02,4.67250377,1.11,1149.0,0.6350303726109596,NEEDS REVIEW (ambiguous)
K04109.01,0.655939788,1.48,2411.0,0.633939393939394,NEEDS REVIEW (ambiguous)
K03052.01,10.12956201,0.78,736.0,0.6332251082251081,NEEDS REVIEW (ambiguous)
K02683.01,126.4451275,4.49,321.0,0.6331422924901186,NEEDS REVIEW (ambiguous)
K02569.01,8.28157072,1.37,956.0,0.6327672327672327,NEEDS REVIEW (ambiguous)
K04456.01,7.4299322,1.81,1024.0,0.6326754190008821,NEEDS REVIEW (ambiguous)
K01910.02,18.3848331,1.15,587.0,0.6318881118881119,NEEDS REVIEW (ambiguous)
K03496.02,8.5433774,1.58,1260.0,0.6318881118881119,NEEDS REVIEW (ambiguous)
K00950.01,31.201692472,8.31,286.0,0.6318881118881119,NEEDS REVIEW (ambiguous)
K03017.01,2.46288834,0.67,1391.0,0.6318881118881119,NEEDS REVIEW (ambiguous)
K03340.01,8.9539656,0.84,923.0,0.6293772893772894,NEEDS REVIEW (ambiguous)
K04526.02,11.8187288,2.09,919.0,0.6288111888111888,NEEDS REVIEW (ambiguous)
K02678.02,2.2165905,0.48,1215.0,0.6288111888111888,NEEDS REVIEW (ambiguous)
K02851.02,1.23935745,1.5,1583.0,0.6288111888111888,NEEDS REVIEW (ambiguous)
K04212.02,10.0989634,1.03,1016.0,0.6288111888111888,NEEDS REVIEW (ambiguous)
K03301.01,20.7106368,1.12,626.0,0.6279381274976268,NEEDS REVIEW (ambiguous)
K01151.04,17.4532945,0.76,639.0,0.6269387446472126,NEEDS REVIEW (ambiguous)
K00780.02,7.2406612,19.45,734.0,0.6268881118881119,NEEDS REVIEW (ambiguous)
K02732.04,24.5607107,1.13,787.0,0.6259523809523809,NEEDS REVIEW (ambiguous)
K01519.02,57.132855,1.81,414.0,0.6248706607597941,NEEDS REVIEW (ambiguous)
K01427.02,4.88446644,0.84,579.0,0.6225108225108225,NEEDS REVIEW (ambiguous)
K04098.01,1.121733366,2.39,2384.0,0.6205107135427502,NEEDS REVIEW (ambiguous)
K02744.02,11.615625,2.84,905.0,0.6194338994338995,NEEDS REVIEW (ambiguous)
K02585.03,7.87845756,0.78,989.0,0.6185547785547786,NEEDS REVIEW (ambiguous)
K01552.01,77.63424586,9.4,325.0,0.6184615384615385,NEEDS REVIEW (ambiguous)
K02174.04,3.01609637,0.96,795.0,0.6175378739235268,NEEDS REVIEW (ambiguous)
K03370.01,24.352541,1.52,498.0,0.6115999795111937,NEEDS REVIEW (ambiguous)
K02720.01,6.57159435,1.26,1211.0,0.6107297123577496,NEEDS REVIEW (ambiguous)
K00994.01,4.2989201,2.12,1046.0,0.6081422924901185,NEEDS REVIEW (ambiguous)
K05625.01,116.454312,3.33,306.0,0.6078701374893609,NEEDS REVIEW (ambiguous)
K00255.02,13.6032081,0.75,397.0,0.607325894845864,NEEDS REVIEW (ambiguous)
K04207.01,0.701944362,0.8,1227.0,0.6063078149920255,NEEDS REVIEW (ambiguous)
K06130.01,1.54287434,1.05,1007.0,0.6063078149920255,NEEDS REVIEW (ambiguous)
K04361.01,75.8781344,3.39,417.0,0.6063078149920255,NEEDS REVIEW (ambiguous)
K05124.01,276.879492,11.67,260.0,0.6063078149920255,NEEDS REVIEW (ambiguous)
K04694.01,19.2527652,1.24,740.0,0.6021445221445221,NEEDS REVIEW (ambiguous)
K04754.01,7.08757462,1.28,955.0,0.5992060377637897,NEEDS REVIEW (ambiguous)
K03473.01,27.63714708,6.96,816.0,0.59481464676581,NEEDS REVIEW (ambiguous)
K01127.03,2.83668931,1.19,1242.0,0.5939358637871893,NEEDS REVIEW (ambiguous)
K03508.01,190.800788,1.67,321.0,0.5923809523809525,NEEDS REVIEW (ambiguous)
K02833.01,1.791877025,1.48,2223.0,0.5910141543582614,NEEDS REVIEW (ambiguous)
K03348.02,17.7189786,1.44,713.0,0.5908624708624709,NEEDS REVIEW (ambiguous)
K02722.05,16.5340022,1.17,819.0,0.5908624708624709,NEEDS REVIEW (ambiguous)
K04776.01,7.5861587,1.07,928.0,0.5892576819631229,NEEDS REVIEW (ambiguous)
K06137.01,12.4970599,1.44,839.0,0.5890705116353455,NEEDS REVIEW (ambiguous)
K02706.01,3.09756897,1.75,1782.0,0.5880677059224683,NEEDS REVIEW (ambiguous)
K04768.01,3.43633133,1.44,945.0,0.5870922290875332,NEEDS REVIEW (ambiguous)
K00548.02,6.0799457,0.86,1101.0,0.5856238573571325,NEEDS REVIEW (ambiguous)
K01510.01,0.839961456,1.63,1455.0,0.5853214620267994,NEEDS REVIEW (ambiguous)
K01816.01,10.240611361,3.9,656.0,0.5839598405732846,NEEDS REVIEW (ambiguous)
K06751.01,24.996068,2.4,604.0,0.5812095267226657,NEEDS REVIEW (ambiguous)
K00593.04,240.192808,2.68,298.0,0.5801385660792516,NEEDS REVIEW (ambiguous)
K04508.01,2.49915311,1.02,983.0,0.5795107534980689,NEEDS REVIEW (ambiguous)
K04519.01,148.568877,5.97,555.0,0.5788109934225918,NEEDS REVIEW (ambiguous)
K00687.01,4.17838675,3.13,1430.0,0.578366191398228,NEEDS REVIEW (ambiguous)
K04482.01,5.38299284,0.78,1253.0,0.5775291375291375,NEEDS REVIEW (ambiguous)
K01095.01,51.59809554,6.57,449.0,0.5724337904658271,NEEDS REVIEW (ambiguous)
K06217.01,7.7016694,4.44,1627.0,0.571281686877869,NEEDS REVIEW (ambiguous)
K04854.01,2.63527677,0.76,1136.0,0.5697282934976342,NEEDS REVIEW (ambiguous)
K07003.01,2.41194057,1.35,1654.0,0.568939393939394,NEEDS REVIEW (ambiguous)
K02613.01,51.5738653,2.41,417.0,0.5678735360786615,NEEDS REVIEW (ambiguous)
K03429.01,15.8283833,1.8,758.0,0.5678065087674247,NEEDS REVIEW (ambiguous)
K00992.02,4.57834367,1.44,1206.0,0.567413317798561,NEEDS REVIEW (ambiguous)
K04709.01,3.70858595,1.33,995.0,0.566888111888112,NEEDS REVIEW (ambiguous)
K03263.01,76.87935893,7.71,202.0,0.5610307701941968,NEEDS REVIEW (ambiguous)
K03145.02,0.977311489,1.06,1331.0,0.5592464326529412,NEEDS REVIEW (ambiguous)
K05515.01,6.263491873,6.46,1180.0,0.5531422924901185,NEEDS REVIEW (ambiguous)
K04838.03,24.0721647,1.1,400.0,0.5526023976023976,NEEDS REVIEW (ambiguous)
K05909.01,7.07987663,1.36,738.0,0.5522727272727272,NEEDS REVIEW (ambiguous)
K01151.05,21.7203362,0.8,594.0,0.5494338994338994,NEEDS REVIEW (ambiguous)
K01597.01,7.79668781,2.44,1116.0,0.5481422924901186,NEEDS REVIEW (ambiguous)
K04627.01,7.51731745,1.19,861.0,0.548030169499293,NEEDS REVIEW (ambiguous)
K02859.03,4.28886792,0.57,944.0,0.5472527472527473,NEEDS REVIEW (ambiguous)
K03042.01,31.0259489,1.91,595.0,0.5451489689320163,NEEDS REVIEW (ambiguous)
K04913.02,8.97377221,2.96,1530.0,0.5450653694131955,NEEDS REVIEW (ambiguous)
K00716.01,26.89316101,6.78,614.0,0.5446536796536796,NEEDS REVIEW (ambiguous)
K02288.01,38.103908,4.08,456.0,0.5446536796536796,NEEDS REVIEW (ambiguous)
K02840.02,7.4464635,0.77,879.0,0.5432436640884928,NEEDS REVIEW (ambiguous)
K03258.01,40.3511707,1.88,479.0,0.5412820512820514,NEEDS REVIEW (ambiguous)
K03811.01,290.1401717,11.58,304.0,0.5398089591567852,NEEDS REVIEW (ambiguous)
K01947.01,6.422943288,1.66,1034.0,0.5398089591567852,NEEDS REVIEW (ambiguous)
K01803.01,4.539297295,2.34,830.0,0.5398089591567852,NEEDS REVIEW (ambiguous)
K02796.01,0.5374094,0.96,2208.0,0.5369230769230768,NEEDS REVIEW (ambiguous)
K04144.01,0.487656278,0.99,2299.0,0.535582306373452,NEEDS REVIEW (ambiguous)
K02263.03,15.5943758,1.08,801.0,0.5351482204152015,NEEDS REVIEW (ambiguous)
K02004.03,1.72110057,0.7,1607.0,0.5323977818962657,NEEDS REVIEW (ambiguous)
K04590.01,9.54060855,1.75,735.0,0.5316693478777745,NEEDS REVIEW (ambiguous)
K02534.02,5.42204257,1.39,1222.0,0.5313555360841562,NEEDS REVIEW (ambiguous)
K05875.02,4.2742605,1.88,1326.0,0.5309970623546006,NEEDS REVIEW (ambiguous)
K06145.03,7.3138454,2.73,1263.0,0.5299100899100899,NEEDS REVIEW (ambiguous)
K04992.01,12.5747207,1.45,693.0,0.5274590293046282,NEEDS REVIEW (ambiguous)
K06132.01,33.3200908,13.0,750.0,0.5251375521861741,NEEDS REVIEW (ambiguous)
K04357.01,0.681180633,2.97,2782.0,0.5236630036630037,NEEDS REVIEW (ambiguous)
K04644.01,3.44928111,1.23,966.0,0.5221189781102866,NEEDS REVIEW (ambiguous)
K01082.04,9.6550473,1.45,705.0,0.5219779690105064,NEEDS REVIEW (ambiguous)
K03444.04,14.1502311,0.74,390.0,0.518540015086532,NEEDS REVIEW (ambiguous)
K01681.03,3.53105835,10.61,558.0,0.5161005661005661,NEEDS REVIEW (ambiguous)
K04686.01,11.8299383,1.6,1177.0,0.5135897435897436,NEEDS REVIEW (ambiguous)
K04358.01,106.957467,2.4,394.0,0.5135897435897436,NEEDS REVIEW (ambiguous)
K04838.01,13.2965044,0.88,488.0,0.5109357309357309,NEEDS REVIEW (ambiguous)
K00366.01,75.1122132,23.23,777.0,0.5107142857142857,NEEDS REVIEW (ambiguous)
K01522.02,12.654896,1.02,801.0,0.5089393939393939,NEEDS REVIEW (ambiguous)
K02199.02,3.05293416,1.18,1047.0,0.5055232448710709,NEEDS REVIEW (ambiguous)
K03104.01,1.236866732,1.75,1569.0,0.5050653694131955,NEEDS REVIEW (ambiguous)
K03083.03,8.2942929,0.65,928.0,0.5016666666666667,NEEDS REVIEW (ambiguous)
K05482.01,31.707574649,2.96,547.0,0.5016406819133556,NEEDS REVIEW (ambiguous)
K01860.04,24.8434837,1.58,625.0,0.500529735946908,NEEDS REVIEW (ambiguous)
K04846.01,19.254536,1.32,625.0,0.4996536796536796,NEEDS REVIEW (ambiguous)
K03077.02,7.55842923,1.46,694.0,0.49825051759834366,NEEDS REVIEW (ambiguous)
K05833.01,440.171272,5.97,334.0,0.49620705218313976,NEEDS REVIEW (ambiguous)
K01681.04,21.9139549,10.39,303.0,0.49465367965367957,NEEDS REVIEW (ambiguous)
K04500.03,14.7510068,1.7,629.0,0.49384583568125595,NEEDS REVIEW (ambiguous)
K01103.01,90.1240507,7.12,485.0,0.4908333549309023,NEEDS REVIEW (ambiguous)
K03248.01,6.91261536,0.64,981.0,0.4903991036888642,NEEDS REVIEW (ambiguous)
K06120.01,90.097375,1.7,430.0,0.4901011592872613,NEEDS REVIEW (ambiguous)
K04896.02,49.537365,1.48,532.0,0.48654890094334596,NEEDS REVIEW (ambiguous)
K04666.01,12.4019263,1.49,713.0,0.4842914979757086,NEEDS REVIEW (ambiguous)
K02042.01,63.0732241,17.8,1077.0,0.4832505175983437,NEEDS REVIEW (ambiguous)
K04963.01,59.4037839,1.65,570.0,0.4832434232434232,NEEDS REVIEW (ambiguous)
K02298.03,2.47240869,0.36,887.0,0.482948717948718,NEEDS REVIEW (ambiguous)
K01574.04,8.9772888,1.79,1113.0,0.47727272727272724,NEEDS REVIEW (ambiguous)
K02959.01,16.1558656,2.04,455.0,0.47586956521739127,NEEDS REVIEW (ambiguous)
K02750.01,174.636181,11.12,481.0,0.47586956521739127,NEEDS REVIEW (ambiguous)
K04103.02,14.2378417,1.1,629.0,0.4753613070224597,NEEDS REVIEW (ambiguous)
K02719.02,106.25976,1.5,303.0,0.4733141934593477,NEEDS REVIEW (ambiguous)
K00469.01,10.32906563,6.17,908.0,0.4692177830076091,NEEDS REVIEW (ambiguous)
K07376.01,1.284241817,1.18,1623.0,0.46738095238095234,NEEDS REVIEW (ambiguous)
K00521.02,10.8206034,1.19,885.0,0.46253623188405796,NEEDS REVIEW (ambiguous)
K00566.02,14.1573717,1.1,778.0,0.4583333333333333,NEEDS REVIEW (ambiguous)
K04656.01,3.8183717,1.39,1683.0,0.4574463217941479,NEEDS REVIEW (ambiguous)
K02957.01,4.64490141,0.76,832.0,0.45694797104120893,NEEDS REVIEW (ambiguous)
K00802.01,19.620346923,13.6,643.0,0.4542466924011469,NEEDS REVIEW (ambiguous)
K04452.01,12.85755895,1.23,860.0,0.4535897435897436,NEEDS REVIEW (ambiguous)
K03408.01,65.427645,1.65,453.0,0.4532505175983436,NEEDS REVIEW (ambiguous)
K07223.01,317.062416,1.59,218.0,0.45166666666666666,NEEDS REVIEW (ambiguous)
K00115.03,3.43591631,0.55,1272.0,0.4501735945214206,NEEDS REVIEW (ambiguous)
K04331.01,1.717859841,1.45,2212.0,0.44879843337248604,NEEDS REVIEW (ambiguous)
K01613.02,94.094392,0.9,486.0,0.4485541845359166,NEEDS REVIEW (ambiguous)
K04541.02,17.236085,1.98,721.0,0.4472995961073547,NEEDS REVIEW (ambiguous)
K00272.01,1.28132831,4.52,2215.0,0.44686956521739135,NEEDS REVIEW (ambiguous)
K04893.01,6.58753699,1.51,992.0,0.4428678015664061,NEEDS REVIEW (ambiguous)
K01066.01,5.714817603,9.29,943.0,0.4425809583006547,NEEDS REVIEW (ambiguous)
K04698.01,8.5275894,1.28,1049.0,0.4416666666666666,NEEDS REVIEW (ambiguous)
K04975.01,47.0628978,4.1,483.0,0.44142678184700135,NEEDS REVIEW (ambiguous)
K04366.01,0.762950224,1.0,1651.0,0.43877156090537384,NEEDS REVIEW (ambiguous)
K02449.02,0.912351255,1.46,1840.0,0.4364804281137277,NEEDS REVIEW (ambiguous)
K04325.01,0.609926502,1.12,2141.0,0.4358695652173913,NEEDS REVIEW (ambiguous)
K04680.01,54.0812235,1.54,431.0,0.43487179487179495,NEEDS REVIEW (ambiguous)
K04520.01,9.3335486,1.69,1082.0,0.43463911288835827,NEEDS REVIEW (ambiguous)
K04773.02,11.1438086,0.75,906.0,0.4341958041958042,NEEDS REVIEW (ambiguous)
K02925.01,0.716531851,1.11,2034.0,0.43385657820440426,NEEDS REVIEW (ambiguous)
K05384.01,7.95445779,9.5,1064.0,0.433506927854754,NEEDS REVIEW (ambiguous)
K00099.01,2190.7010353,3.12,109.0,0.4325532270550406,NEEDS REVIEW (ambiguous)
K04773.01,8.8493948,0.82,978.0,0.4292028985507246,NEEDS REVIEW (ambiguous)
K02876.01,5.1952021,1.37,836.0,0.42825051759834365,NEEDS REVIEW (ambiguous)
K01764.01,12.681733929,7.25,601.0,0.42786116329772533,NEEDS REVIEW (ambiguous)
K04430.01,0.505111993,1.58,1886.0,0.42660950494604555,NEEDS REVIEW (ambiguous)
K02906.03,21.9424316,1.23,797.0,0.42603499435671505,NEEDS REVIEW (ambiguous)
K04588.01,7.53737498,0.93,1210.0,0.42581191775175037,NEEDS REVIEW (ambiguous)
K02433.06,6.06330298,1.64,1153.0,0.42566763145113884,NEEDS REVIEW (ambiguous)
K02924.02,8.85686712,1.88,714.0,0.4226373626373626,NEEDS REVIEW (ambiguous)
K02169.04,2.19251903,0.37,1225.0,0.42025641025641025,NEEDS REVIEW (ambiguous)
K01899.02,10.5226374,1.08,976.0,0.4196898940373134,NEEDS REVIEW (ambiguous)
K04251.01,6.23968392,1.55,1060.0,0.41894536830520257,NEEDS REVIEW (ambiguous)
K04395.01,1.920062587,1.12,1189.0,0.4159706959706959,NEEDS REVIEW (ambiguous)
K04084.02,10.72900793,1.78,722.0,0.41571428571428576,NEEDS REVIEW (ambiguous)
K04647.02,12.008552,2.08,1016.0,0.4102564102564103,NEEDS REVIEW (ambiguous)
K04857.01,4.11497357,1.17,1137.0,0.40915487789819843,NEEDS REVIEW (ambiguous)
K01473.01,23.02028478,7.58,604.0,0.40597069597069596,NEEDS REVIEW (ambiguous)
K03089.01,0.858546796,0.88,1671.0,0.40449381195458045,NEEDS REVIEW (ambiguous)
K00841.04,269.306232,24.0,235.0,0.4044711121267316,NEEDS REVIEW (ambiguous)
K03426.01,58.7701045,1.57,508.0,0.40086247086247095,NEEDS REVIEW (ambiguous)
K04637.01,4.37992345,0.81,1608.0,0.3992028985507246,NEEDS REVIEW (ambiguous)
K03264.01,13.0151826,1.36,556.0,0.3987058397206965,NEEDS REVIEW (ambiguous)
K04443.01,5.67577999,1.22,1357.0,0.39820124480635005,NEEDS REVIEW (ambiguous)
K04451.01,8.8303681,1.32,676.0,0.3972727272727273,NEEDS REVIEW (ambiguous)
K05278.01,281.5921577,7.22,225.0,0.395332113988294,NEEDS REVIEW (ambiguous)
K02859.04,2.90512019,0.57,1075.0,0.3944579804575688,NEEDS REVIEW (ambiguous)
